customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1697,29.9313,4.4,3.4,1.3,3.1,2.2,1.5,0.0,3.0,3.3,4.1,3.4,0.0,1.2,3.9,0.0
2,31.5736,29.9759,1.0,4.4,2.5,3.7,4.7,3.5,3.4,0.0,0.0,3.8,2.5,1.4,1.9,1.2,4.1
3,31.2029,29.9273,3.2,2.6,1.6,3.8,0.0,1.5,3.6,1.9,3.7,1.9,2.0,1.3,3.0,0.0,0.0
4,31.1467,29.9082,2.2,3.6,4.8,1.1,3.9,0.0,3.6,0.0,2.9,4.2,4.6,3.0,3.1,4.9,3.9
5,31.0231,30.0114,3.2,3.8,3.7,0.0,0.0,4.0,2.2,0.0,2.9,3.7,1.3,3.7,0.0,3.5,2.5
6,31.2862,29.9113,1.1,3.1,0.0,4.1,2.7,1.6,0.0,0.0,0.0,0.0,2.5,3.8,4.0,4.6,2.4
7,31.548,30.0258,0.0,4.6,2.1,1.7,3.0,4.0,1.4,3.1,4.9,4.4,0.0,3.9,2.7,4.6,3.1
8,31.0385,30.0744,2.1,2.9,0.0,1.7,3.1,1.0,2.1,1.7,3.5,3.1,2.3,3.5,0.0,0.0,3.8
9,31.3653,30.0543,1.8,2.7,3.6,0.0,0.0,1.6,1.9,0.0,0.0,3.8,4.7,3.0,0.0,1.5,2.0
10,31.3686,30.1027,0.0,2.5,4.1,0.0,0.0,4.6,0.0,2.2,3.0,3.8,2.7,2.4,3.9,2.7,3.0
11,31.1298,29.9366,4.2,0.0,2.2,1.4,0.0,4.7,0.0,4.3,2.6,0.0,4.4,0.0,0.0,2.3,2.9
12,31.519,30.1421,4.5,3.6,2.2,3.2,0.0,2.6,1.3,4.5,0.0,1.7,3.1,2.7,3.4,0.0,1.9
13,31.3165,30.1636,1.0,0.0,4.4,3.7,0.0,1.4,4.8,3.7,3.0,3.2,1.8,0.0,3.0,3.2,0.0
14,31.0067,29.934,1.9,2.0,4.1,0.0,4.2,2.5,4.9,2.0,4.2,3.0,0.0,1.9,0.0,1.0,3.8
15,31.4327,30.152,4.4,1.9,2.2,3.8,0.0,3.8,0.0,2.9,1.7,1.1,4.4,4.5,2.4,3.4,2.7
16,31.4482,29.9218,4.0,0.0,3.2,4.7,2.1,0.0,1.3,0.0,1.5,2.7,5.0,1.3,2.8,0.0,2.6
17,31.5362,29.91,0.0,1.6,1.8,5.0,0.0,2.7,3.1,2.1,3.1,0.0,1.8,0.0,0.0,2.9,4.3
18,31.0468,30.0225,2.5,1.0,2.4,4.2,3.4,4.6,5.0,0.0,3.8,2.0,1.3,3.8,0.0,1.3,3.3
19,31.4496,30.0719,0.0,3.5,0.0,3.8,1.8,2.2,4.9,3.0,3.2,4.7,1.8,2.3,3.8,1.7,0.0
20,31.507,30.1538,1.2,3.4,2.3,3.5,3.8,2.7,2.1,0.0,3.6,2.3,2.6,4.1,3.7,3.7,2.9
21,31.327,30.0049,3.9,1.3,4.0,4.0,1.2,1.8,1.5,1.7,3.3,0.0,4.6,3.8,0.0,3.3,3.2
22,31.4992,29.9124,2.7,2.0,3.9,3.6,4.2,2.9,4.1,3.1,1.3,4.0,0.0,2.0,3.9,4.8,3.9
23,31.3427,30.1806,0.0,1.3,1.4,0.0,3.2,4.5,0.0,4.6,3.4,1.0,1.6,0.0,4.8,3.3,2.3
24,31.4654,29.9431,2.7,2.7,4.5,2.7,0.0,2.8,4.7,2.0,4.1,4.4,0.0,2.0,3.1,1.4,1.1
25,31.089,29.9531,3.1,0.0,4.0,1.3,0.0,0.0,2.6,1.2,4.5,2.7,3.6,2.5,4.0,1.2,1.3
26,31.5308,30.0294,0.0,2.9,3.7,4.4,1.6,4.3,1.3,2.1,4.5,2.0,2.4,0.0,3.0,3.5,4.8
27,31.1363,30.1011,2.1,3.0,4.8,2.1,2.2,1.5,1.6,0.0,2.6,1.9,2.3,1.7,4.8,2.6,3.3
28,31.0704,30.0124,4.3,4.0,1.4,1.4,3.6,3.0,1.1,4.7,3.2,3.6,1.0,4.5,0.0,0.0,3.7
29,31.3096,30.051,1.4,3.8,0.0,3.4,2.1,1.6,2.6,4.8,3.2,1.4,2.4,1.9,3.1,4.7,1.4
30,31.0995,29.9245,4.8,1.1,3.4,1.9,4.1,0.0,2.5,1.8,1.6,3.6,1.3,1.9,0.0,1.4,4.6
31,31.2027,30.1146,2.4,3.8,3.0,4.7,4.3,3.8,2.6,0.0,0.0,0.0,4.3,2.9,4.8,1.4,4.3
32,31.2898,30.1867,1.1,2.3,2.5,1.3,2.1,1.5,2.6,0.0,4.6,2.7,0.0,3.5,2.8,2.9,0.0
33,31.2857,30.0583,4.3,3.5,1.2,0.0,0.0,4.8,4.8,0.0,2.8,3.3,0.0,3.5,2.9,4.0,4.7
34,31.0049,30.0374,4.9,3.4,4.9,0.0,3.7,4.8,4.5,4.1,4.6,4.0,1.1,2.4,3.6,3.8,3.4
35,31.2575,30.1162,1.2,3.7,3.5,4.7,0.0,2.5,0.0,2.8,0.0,3.9,1.5,3.2,3.5,1.7,2.2
36,31.5205,30.0132,4.0,2.2,4.5,3.2,2.3,4.0,0.0,2.4,0.0,3.8,4.9,4.6,0.0,4.7,3.3
37,31.1153,30.1373,0.0,2.1,2.7,4.3,2.4,1.5,3.9,1.7,4.9,2.7,3.8,3.1,2.4,0.0,2.5
38,31.0348,30.1309,1.2,2.9,0.0,0.0,2.3,1.7,4.4,4.9,3.6,1.9,4.9,1.5,1.3,2.4,3.1
39,31.3183,29.9297,0.0,3.0,0.0,1.8,0.0,3.8,4.4,3.6,2.8,2.0,3.1,2.8,2.0,0.0,0.0
40,31.1505,30.0773,4.7,2.0,0.0,3.5,0.0,4.2,0.0,3.5,2.5,5.0,4.1,2.6,0.0,2.6,1.9
41,31.324,30.0364,1.3,4.7,4.0,1.3,2.7,2.7,2.6,0.0,0.0,4.4,3.4,4.9,4.6,2.6,3.2
