customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1377,30.1658,4.2,3.3,3.4,2.8,2.4,2.3,4.5,3.0,1.4,4.1,2.6,2.8,1.6,1.2,1.5
2,31.372,30.1462,3.8,3.6,1.0,1.3,4.1,1.6,3.6,1.0,2.3,2.9,1.6,3.6,3.9,3.5,1.3
3,31.1153,30.0085,0.0,0.0,1.4,0.0,0.0,0.0,5.0,0.0,2.8,4.2,1.4,0.0,2.4,3.2,1.4
4,31.3358,29.9934,3.3,3.6,1.8,3.2,4.3,4.5,4.8,0.0,0.0,2.4,1.3,3.8,2.5,3.3,4.3
5,31.2858,30.1691,0.0,2.9,4.8,0.0,2.7,2.7,4.8,4.7,1.2,0.0,0.0,0.0,0.0,3.1,3.7
6,31.4134,29.9556,3.8,1.6,4.8,3.2,1.6,4.6,1.5,4.9,0.0,0.0,3.6,4.8,2.8,1.8,1.5
7,31.0196,30.1337,4.5,2.3,3.1,0.0,1.5,0.0,2.1,0.0,3.7,0.0,0.0,2.5,2.7,0.0,0.0
8,31.2434,29.9914,1.3,0.0,4.7,0.0,0.0,3.8,2.3,1.2,2.2,2.7,2.9,4.4,3.8,2.6,1.7
9,31.2736,30.0816,0.0,1.9,0.0,3.8,4.3,0.0,2.0,0.0,3.9,1.1,1.9,0.0,3.5,2.4,0.0
10,31.0819,30.1012,4.4,4.6,0.0,3.3,2.3,2.7,3.7,4.7,0.0,1.3,3.3,4.9,0.0,0.0,1.5
11,31.5468,29.9633,0.0,2.2,0.0,1.1,2.6,2.7,1.4,2.4,3.7,0.0,3.8,4.8,4.1,3.4,0.0
12,31.1524,30.1164,4.6,2.8,2.9,0.0,0.0,4.8,0.0,0.0,2.6,4.8,2.7,1.1,1.1,3.0,3.3
13,31.2438,30.0089,0.0,0.0,1.1,2.5,3.5,3.2,2.9,2.0,0.0,1.4,0.0,2.8,4.7,4.9,1.4
14,31.0023,30.0157,3.9,4.6,4.2,4.7,4.4,3.8,2.3,1.4,2.7,1.1,3.6,0.0,4.1,0.0,3.7
