store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Al Masryeen,New Cairo,19,4.2,73.12,31.4643,30.008
210,Salt,New Cairo,27,4.3,66.43,31.0271,30.049
220,Auntie Anne's,6th October,22,3.3,33.95,31.0214,30.1684
230,Mandarine Koueider,Garden City,11,3.1,19.26,31.5888,30.1973
240,Deli 29,Heliopolis,28,1.5,26.73,31.3682,30.0547
250,Lavazza,Katameya,30,1.8,41.07,31.1492,30.073
260,Stiletto,Sheraton,27,2.8,47.84,31.5369,30.1022
270,Coffee Republic,Mohandessin,28,2.4,73.14,31.3837,30.096
280,Pier 88,Dokki,10,2.7,59.68,31.1291,29.9775
290,Illy,Maadi,19,4.7,18.1,31.254,30.1031
300,Drip,New Cairo,11,1.5,58.78,31.475,30.029
310,Texas Roadhouse,El Tagamoa,5,1.3,63.91,31.0849,29.9949
320,Left Bank,Mall of Arabia,6,3.2,15.47,31.1482,30.0021
330,Casper & Gambini's,City Stars,25,2.1,50.47,31.2717,30.1253
340,Fasahet Soumaya,El Tagamoa,21,5.0,22.59,31.1177,29.9983
