store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Krispy Kreme,Heliopolis,14,2.6,51.84,31.2874,29.9086
210,Séquence,Mohandessin,28,4.6,40.16,31.4358,30.0527
220,Paul,City Stars,9,4.8,57.74,31.1863,30.1867
230,Zooba,Dokki,15,3.9,51.6,31.1944,29.9348
240,Pier 88,Madinet Nasr,25,2.7,25.62,31.5835,29.9815
250,Fasahet Soumaya,Maadi,19,1.8,72.89,31.5771,30.1163
260,Caribou Coffee,Sheraton,5,2.5,61.06,31.5658,30.1859
270,Kaito,Mall of Arabia,19,1.6,16.66,31.5623,29.986
280,Blue Bottle,City Stars,22,4.0,20.54,31.5791,30.0226
290,Abou El Sid,Agouza,6,2.6,56.66,31.4881,30.0112
300,Deli 29,Mall of Arabia,16,3.1,74.19,31.3137,30.039
310,Dunkin,Downtown Cairo,21,2.3,50.8,31.1434,29.9947
320,Texas Roadhouse,Zamalek,23,3.1,74.06,31.2921,30.1417
330,LuckyEgypt,Katameya,28,1.4,19.05,31.4028,29.917
340,Cafe,Garden City,9,3.2,18.33,31.4884,29.9146
