customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.4099,29.9124,1.3,0.0,2.0,3.2,2.6,3.8,4.4,2.1,0.0,2.2,0.0,1.0,4.2,0.0,2.6
2,31.1014,30.1026,5.0,1.6,2.6,0.0,0.0,4.7,2.0,2.1,3.1,0.0,3.2,3.6,3.9,4.5,4.4
3,31.5415,30.0434,3.9,4.4,2.3,2.9,0.0,0.0,3.6,3.2,2.4,1.6,1.4,2.3,3.4,0.0,0.0
4,31.1759,30.0818,4.6,2.6,1.3,0.0,1.6,3.2,2.2,3.9,3.3,2.6,1.8,0.0,0.0,1.9,1.6
5,31.2456,30.0318,2.4,1.7,0.0,4.6,3.1,4.8,1.6,2.9,0.0,4.5,2.8,1.7,2.7,4.7,3.4
6,31.2612,30.1807,0.0,1.9,1.1,0.0,1.8,0.0,4.1,3.3,3.1,2.4,4.4,2.6,3.7,1.7,0.0
7,31.0964,30.094,0.0,1.1,0.0,1.9,4.1,2.3,3.2,2.3,1.6,1.7,1.2,2.2,2.4,4.3,1.1
8,31.2065,30.193,3.0,0.0,3.0,2.2,0.0,4.1,0.0,4.0,1.6,1.3,1.1,2.2,0.0,0.0,4.0
9,31.0268,30.0891,4.6,4.2,1.4,2.5,1.1,0.0,4.5,2.0,1.5,4.8,4.8,4.7,3.2,4.7,1.6
10,31.2181,30.0948,1.2,5.0,0.0,2.5,2.7,2.2,4.2,0.0,1.3,1.7,1.5,1.7,4.4,2.7,2.9
11,31.4199,29.9227,4.8,0.0,4.7,1.4,4.5,4.0,2.7,2.8,2.8,1.7,3.2,0.0,2.8,3.3,2.6
12,31.5665,30.0498,4.1,3.3,1.9,1.8,2.0,4.3,0.0,3.3,4.1,0.0,3.5,1.8,3.5,4.9,1.4
13,31.3338,30.0324,4.4,4.8,2.8,2.7,2.1,1.9,1.4,4.5,1.6,0.0,0.0,4.6,1.3,2.2,0.0
14,31.155,30.079,1.8,0.0,1.9,3.4,4.7,1.1,3.7,1.1,2.3,3.3,4.3,4.8,4.4,2.9,1.7
15,31.2456,30.1715,1.3,1.5,2.4,3.0,4.7,0.0,4.9,4.1,0.0,1.4,0.0,1.3,3.4,2.9,0.0
16,31.5958,30.1218,3.5,0.0,3.7,2.1,0.0,3.4,3.2,4.0,4.9,1.5,3.0,4.8,2.5,2.1,0.0
17,31.3763,30.0373,0.0,0.0,4.8,3.0,0.0,2.6,0.0,0.0,4.9,1.6,1.8,1.2,2.7,4.1,4.2
18,31.2955,30.092,2.2,1.5,1.5,4.7,3.7,3.5,0.0,2.3,2.5,2.9,4.0,4.2,3.4,1.2,2.5
19,31.2637,29.981,5.0,3.4,2.6,2.8,1.0,3.1,3.1,0.0,0.0,4.6,4.2,3.0,4.3,1.6,3.0
20,31.5706,30.1189,3.8,4.6,4.8,1.3,2.7,1.6,2.0,4.8,2.2,0.0,4.0,2.3,2.8,4.2,0.0
21,31.575,30.0908,3.6,0.0,4.8,3.2,0.0,3.9,1.5,2.1,1.4,2.3,4.5,1.1,3.4,3.0,1.5
22,31.0207,29.9576,4.9,4.0,3.2,0.0,4.1,2.6,1.4,3.3,3.9,4.9,3.8,4.9,2.5,0.0,4.7
23,31.3849,30.0773,2.2,3.9,2.4,4.9,1.7,2.9,1.6,1.9,1.4,4.0,1.3,0.0,4.5,3.8,2.8
24,31.1901,30.038,3.8,1.5,1.9,1.8,4.8,2.0,4.1,2.5,2.3,0.0,4.1,0.0,2.3,0.0,1.6
25,31.1283,29.9344,2.3,5.0,1.7,2.3,0.0,1.8,4.8,3.1,4.8,4.2,0.0,1.8,3.9,3.3,1.8
26,31.4542,30.1513,0.0,4.4,4.3,0.0,3.3,2.9,1.8,4.9,4.7,0.0,4.7,3.6,4.2,1.3,4.0
27,31.0738,29.9864,4.0,1.4,2.9,3.2,4.8,4.4,1.0,2.2,0.0,1.9,3.8,0.0,4.9,4.9,0.0
28,31.1765,29.9274,2.7,1.4,0.0,3.4,3.5,3.9,1.6,4.5,4.7,2.6,3.5,4.9,2.1,4.8,2.7
29,31.4376,30.0036,3.5,1.1,0.0,0.0,0.0,2.8,2.2,1.4,3.0,1.1,2.6,2.0,4.8,4.5,3.0
30,31.4452,30.0668,1.2,4.5,1.3,0.0,3.8,2.0,0.0,1.6,2.9,1.2,0.0,1.5,1.0,4.8,3.1
31,31.1482,30.1472,2.4,1.1,1.9,4.8,1.8,3.5,2.4,4.0,2.5,4.3,4.2,4.8,0.0,4.1,2.5
32,31.0618,30.0056,3.2,0.0,2.3,4.4,2.2,1.8,2.5,3.5,4.7,2.2,0.0,0.0,0.0,0.0,1.1
33,31.2273,30.1381,4.0,5.0,3.6,0.0,2.1,4.9,4.2,1.9,4.6,1.7,4.4,3.1,4.9,0.0,4.4
