store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Kaito,El Tagamoa,24,1.6,51.7,31.4039,29.9386
210,Segafredo,El Tagamoa,28,1.5,37.31,31.4192,30.1558
220,Daily Dose,El Tagamoa,23,3.8,23.04,31.181,29.9602
230,Ovio,Madinet Nasr,23,2.9,54.7,31.3821,30.0753
240,Maison Thomas,Katameya,25,2.2,44.0,31.499,30.0709
250,Pottery Cafe,Americana Plaza,25,1.2,15.61,31.2087,29.9285
260,Coffee Republic,New Cairo,19,2.9,48.21,31.3008,30.0617
270,Pier 88,Agouza,21,1.9,67.89,31.1584,29.9428
280,Coffee #1,Heliopolis,18,4.3,64.52,31.0132,30.1035
290,L'Aroma,Mall of Arabia,13,4.1,30.13,31.462,30.0296
300,Bakehouse,Cairo Festival City,12,2.1,56.2,31.4058,30.0791
310,Piano Piano,Garden City,27,2.0,49.29,31.0747,30.1854
320,Brown Nose,Agouza,22,2.4,22.96,31.1988,29.9066
330,Birdcage,Nasr City,25,2.6,68.53,31.4842,30.1797
340,Espresso House,Korba,27,4.0,23.79,31.5582,30.1793
