customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1128,30.1642,3.7,3.7,1.3,4.2,1.9,0.0,1.7,0.0,0.0,2.5,0.0,4.4,4.5,4.2,0.0
2,31.4661,30.0034,1.4,1.5,2.8,0.0,0.0,2.3,1.0,0.0,3.4,2.9,1.8,0.0,2.8,0.0,0.0
3,31.5082,30.088,4.3,2.8,4.4,1.2,1.1,3.1,1.3,0.0,1.2,1.3,4.0,4.6,1.7,3.0,2.3
4,31.3189,30.0861,4.0,4.9,4.3,0.0,1.0,3.5,3.2,4.2,0.0,4.1,4.9,0.0,3.4,3.2,4.1
5,31.114,30.105,0.0,0.0,0.0,0.0,2.4,3.2,2.2,1.0,3.5,1.2,4.1,3.3,0.0,4.9,1.9
6,31.4737,30.1867,4.3,4.8,0.0,1.7,4.0,1.5,3.2,1.7,2.7,1.2,2.5,4.0,2.6,2.3,0.0
7,31.277,30.0151,4.8,3.3,2.4,1.3,2.1,4.7,3.2,2.4,4.7,4.6,0.0,4.9,0.0,2.6,3.1
8,31.0397,30.0004,4.3,0.0,2.5,3.7,0.0,5.0,3.2,3.1,3.0,2.5,2.8,4.7,4.1,4.0,1.6
9,31.4917,29.9436,1.4,1.3,1.3,0.0,0.0,1.6,3.4,0.0,0.0,0.0,4.1,0.0,3.9,2.5,4.4
10,31.5439,29.9532,1.1,1.5,1.0,4.3,0.0,1.9,3.0,0.0,3.6,2.9,4.1,4.4,0.0,4.0,0.0
11,31.0721,30.0751,1.8,0.0,2.9,3.9,0.0,3.8,3.7,1.5,0.0,2.2,2.5,3.5,3.5,3.7,2.7
12,31.2916,30.1136,0.0,1.8,0.0,4.2,2.1,3.1,5.0,3.3,1.4,2.0,1.7,2.1,2.7,1.8,0.0
13,31.337,30.0703,4.3,4.4,1.7,0.0,1.6,1.7,3.7,0.0,0.0,0.0,2.0,0.0,1.5,4.7,0.0
14,31.5686,30.1352,1.4,2.9,1.2,4.8,4.8,0.0,0.0,1.6,0.0,0.0,4.7,4.7,4.3,2.4,2.1
