store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Nero Caffè,Mall of Arabia,30,4.5,70.39,31.3825,29.9533
210,Taboula,New Cairo,15,3.8,65.78,31.2696,30.0185
220,Sequoia,Downtown Cairo,16,1.3,43.64,31.3313,30.0396
230,Kaito,New Cairo,13,3.7,73.02,31.0213,29.9335
240,Mo'men,October Plaza,17,1.5,30.73,31.093,29.9831
250,Dunkin,Korba,6,2.8,29.36,31.3041,30.0821
260,Casper & Gambini's,Dokki,13,4.2,54.22,31.1743,29.949
270,Cook Door,Madinet Nasr,15,1.6,56.23,31.4958,30.0241
280,Joe & The Juice,5th Settlement,20,2.9,18.55,31.5402,30.0297
290,Illy,New Cairo,21,3.2,60.6,31.3327,29.9789
300,Street 9,Garden City,30,1.7,68.87,31.0249,30.1293
310,Coffee #1,October Plaza,25,4.5,32.99,31.3841,30.1619
320,Coffee Bean,Downtown Cairo,24,2.8,51.07,31.2127,30.1615
330,Pub 28,New Cairo,8,3.4,56.58,31.4517,30.0864
340,Dutch Bros,Mall of Arabia,30,4.0,44.41,31.1681,30.1288
