store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Krispy Kreme,El Tagamoa,11,1.6,70.3,31.4332,30.1942
210,Sachi,Maadi,8,4.2,34.92,31.475,30.1974
220,Auntie Anne's,Americana Plaza,13,4.2,69.18,31.2259,30.1745
230,Pret A Manger,Garden City,16,3.2,18.29,31.3165,30.1708
240,Bua Khao,New Cairo,18,2.1,42.25,31.4493,30.1933
250,Street 9,Mall of Arabia,12,2.6,18.78,31.2492,29.9508
260,Beano's,Nasr City,6,1.7,24.98,31.3043,30.1854
270,Drip,Heliopolis,28,1.1,72.36,31.1555,29.9226
280,The Greens,Sheikh Zayed,17,3.6,38.85,31.5935,30.0318
290,Café Corniche,Mall of Arabia,15,2.9,52.91,31.2496,30.0073
300,Coffee #1,New Cairo,24,3.6,39.26,31.2069,29.9762
310,Illy,El Tagamoa,18,2.0,72.42,31.1215,30.1695
320,Pottery Cafe,Nasr City,26,1.3,52.5,31.1259,30.009
330,Costa Coffee,Heliopolis,27,4.7,19.02,31.3446,29.9727
340,Andrea Mariouteya,Mall of Arabia,27,1.8,39.93,31.4169,30.1184
