store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Moishi,Cairo Festival City,6,1.2,31.11,31.0351,30.0353
210,Al Masryeen,Cairo Festival City,22,1.8,16.06,31.0763,30.0438
220,Left Bank,Mohandessin,11,4.3,57.48,31.4333,29.9095
230,La Poire,City Stars,28,1.0,45.68,31.0658,30.0121
240,Kazaz,Downtown Cairo,5,3.1,27.37,31.0546,29.9109
250,Abou El Sid,Heliopolis,10,3.4,59.74,31.3328,30.1023
260,Pink Palms,El Tagamoa,29,2.0,38.34,31.2709,29.9849
270,Peet's Coffee,Downtown Cairo,5,1.3,46.26,31.563,29.9321
280,Beano's,Cairo Festival City,30,1.3,53.86,31.2385,30.0501
290,Harris + Hoole,Mohandessin,19,1.3,24.48,31.0684,30.0636
300,Deli 29,6th October,11,2.2,33.43,31.3863,29.989
310,Mori Sushi,Katameya,29,3.6,39.74,31.3922,29.9718
320,Flavour Republic,Mall of Arabia,26,2.2,33.04,31.3708,30.0569
330,Daily Dose,6th October,8,1.7,16.74,31.0726,30.1328
340,Casper & Gambini's,Zamalek,29,3.8,61.85,31.0366,30.05
