store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Pret A Manger,Dokki,13,4.1,69.86,31.0208,30.0103
210,Cafe,Mall of Arabia,13,2.7,40.17,31.2138,29.9831
220,Osmow's,Cairo Festival City,9,3.7,61.65,31.3221,30.1629
230,Brioche Dorée,Agouza,14,4.8,39.91,31.489,30.0895
240,One Oak,New Cairo,29,3.1,66.44,31.4843,30.154
250,Tchibo,Mall of Arabia,6,1.8,54.36,31.239,30.104
260,Lucille's,Downtown Cairo,21,2.4,41.27,31.1161,30.086
270,Paul,Rehab,15,1.4,73.31,31.3911,29.984
280,Cilantro,Garden City,14,2.4,15.26,31.331,30.0086
290,Espresso House,Katameya,20,2.6,45.65,31.0079,29.9207
300,Mori Sushi,Mall of Arabia,8,4.2,73.82,31.0907,29.9956
310,Moishi,Mohandessin,10,2.4,33.69,31.3973,29.9758
320,Kazoku,Heliopolis,5,2.4,58.36,31.0124,30.0004
330,Mo'men,Mall of Arabia,13,1.9,32.27,31.1122,30.1474
340,Beano's,Garden City,11,3.2,30.38,31.0302,30.1183
