store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Dutch Bros,Americana Plaza,15,1.6,73.86,31.0586,30.1126
210,Zooba,New Cairo,30,2.9,21.42,31.1083,30.17
220,Aperitivo,Heliopolis,5,1.2,29.87,31.2046,30.0777
230,Texas Roadhouse,Mohandessin,26,5.0,42.68,31.0554,30.0845
240,Tseppas,Garden City,26,4.1,30.89,31.5301,30.1445
250,Drip,Agouza,17,4.3,31.18,31.5971,29.9938
260,Mo'men,Americana Plaza,18,4.7,66.51,31.3219,30.1585
270,Tchibo,El Tagamoa,20,1.4,23.27,31.5208,30.0361
280,Beano's,Madinet Nasr,17,2.6,29.36,31.2905,30.1109
290,Dunkin,Garden City,12,1.7,38.76,31.0389,30.0563
300,Brioche Dorée,Katameya,8,2.5,72.04,31.0644,29.9383
310,Abou El Sid,Katameya,6,4.9,29.61,31.4844,30.0334
320,Kazoku,Zamalek,29,2.0,67.63,31.2636,30.0835
330,Caribou Coffee,Cairo Festival City,21,3.4,36.75,31.4555,30.0245
340,Coffee #1,Rehab,13,1.0,21.43,31.0964,30.0969
