customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.2607,29.9372,0.0,0.0,4.9,2.8,2.3,0.0,3.8,4.8,2.3,4.3,1.3,3.8,1.4,1.8,1.8
2,31.483,30.0799,1.8,3.4,1.1,1.8,2.4,4.6,1.7,1.9,0.0,2.2,1.2,2.2,3.8,0.0,4.5
3,31.3567,30.072,2.1,3.3,3.6,3.9,3.1,3.0,4.8,2.8,1.9,1.3,0.0,4.4,1.9,3.0,2.0
4,31.3906,29.915,3.4,3.9,0.0,2.1,1.7,1.8,3.8,3.7,4.6,1.9,3.4,4.3,3.4,3.6,2.3
5,31.4409,30.1649,0.0,2.7,4.6,0.0,1.2,0.0,0.0,1.4,1.3,2.9,0.0,1.5,4.9,1.7,0.0
6,31.176,29.912,3.9,1.8,0.0,2.2,1.7,2.2,0.0,0.0,0.0,4.7,2.3,4.7,2.9,5.0,1.2
7,31.4649,30.0471,1.1,3.4,1.7,0.0,4.9,0.0,4.9,2.2,3.5,3.3,2.3,4.2,2.2,4.7,0.0
8,31.1611,30.0763,4.4,3.5,1.3,4.5,0.0,0.0,1.9,0.0,3.2,3.8,4.2,1.2,3.9,0.0,3.8
9,31.0171,30.1344,4.0,2.1,3.6,4.3,4.1,1.4,0.0,4.2,0.0,4.6,4.6,4.2,5.0,2.5,2.9
10,31.4755,30.0969,0.0,1.5,0.0,2.8,1.7,0.0,1.0,3.2,0.0,3.2,1.8,3.2,2.3,4.6,1.6
11,31.4267,30.1035,4.8,2.4,3.3,3.1,3.2,2.8,1.1,0.0,4.2,0.0,3.1,1.4,3.4,1.1,1.4
12,31.2264,29.9961,5.0,2.8,0.0,2.8,3.5,3.0,4.3,1.8,4.4,2.5,3.3,1.3,3.5,0.0,1.9
13,31.4135,30.0196,0.0,3.8,0.0,0.0,4.0,2.1,2.5,1.9,4.0,3.0,4.2,3.9,0.0,4.4,1.6
