customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.5044,29.9546,3.5,1.4,3.7,0.0,1.3,1.6,4.1,3.5,1.9,1.9,4.4,2.0,1.1,4.5,2.0
2,31.2872,30.1683,2.1,0.0,0.0,3.3,3.2,4.4,2.5,4.2,3.4,0.0,4.5,0.0,1.3,1.5,0.0
3,31.2337,30.1855,4.6,0.0,1.5,0.0,3.0,1.6,4.4,1.6,4.4,0.0,4.6,2.6,0.0,3.8,1.1
4,31.0996,30.1998,4.4,4.0,1.1,3.3,0.0,2.4,1.9,3.1,3.7,0.0,1.0,3.5,1.8,0.0,1.2
5,31.0809,29.9941,2.1,1.4,1.0,2.2,2.7,4.5,4.3,2.4,4.8,2.6,0.0,2.0,3.0,3.6,0.0
6,31.2026,29.9757,2.9,3.4,1.5,1.2,1.8,3.8,4.6,0.0,0.0,1.3,0.0,0.0,1.5,4.1,1.7
7,31.214,30.0393,1.3,1.9,4.2,4.0,1.0,4.1,2.7,1.8,3.9,4.1,1.3,0.0,3.8,2.0,1.8
8,31.5745,30.0014,0.0,0.0,4.7,0.0,2.2,3.0,1.4,5.0,4.4,3.1,0.0,4.4,0.0,4.4,0.0
9,31.1966,30.0323,4.8,4.8,4.3,1.6,4.6,4.3,5.0,4.3,1.6,4.2,2.7,0.0,4.1,2.3,3.4
10,31.3637,30.1613,4.2,3.7,4.7,3.1,4.2,0.0,2.2,1.9,2.6,4.9,0.0,4.8,1.6,3.7,1.6
11,31.0982,29.9576,1.5,4.6,3.4,4.7,0.0,2.2,0.0,0.0,0.0,2.9,3.0,2.8,0.0,1.9,2.9
12,31.3289,30.0747,0.0,1.4,0.0,0.0,1.1,1.9,1.7,0.0,4.2,2.7,4.9,5.0,4.0,4.9,4.1
13,31.1603,30.1422,2.7,1.8,2.9,4.9,3.3,2.2,2.3,4.0,3.0,1.3,1.5,4.9,1.7,3.1,3.7
14,31.0353,30.0092,5.0,4.3,4.1,3.5,4.4,2.8,0.0,3.3,1.5,2.3,2.2,1.3,2.9,4.7,0.0
15,31.5037,30.0825,2.6,3.7,5.0,2.8,1.4,4.7,4.2,0.0,4.1,3.8,2.1,0.0,3.0,1.5,0.0
16,31.543,30.0113,2.7,4.0,4.0,2.1,3.3,2.4,1.2,3.0,1.4,3.5,0.0,1.9,1.2,2.5,2.0
17,31.3554,30.1002,2.6,0.0,3.9,4.8,3.8,2.7,3.3,0.0,3.7,2.5,0.0,0.0,2.9,1.7,4.2
18,31.2262,30.0429,0.0,3.8,0.0,0.0,0.0,1.3,1.0,3.6,4.3,3.3,1.9,3.6,2.6,4.6,2.8
19,31.114,30.0309,0.0,1.1,4.8,4.8,2.3,4.3,0.0,3.7,2.9,3.4,0.0,4.6,5.0,4.6,3.9
20,31.1699,30.0264,3.1,3.8,2.8,1.5,3.7,4.7,2.3,1.5,4.7,3.3,0.0,4.6,2.5,2.5,0.0
21,31.4462,29.9094,3.5,0.0,2.9,1.1,2.2,1.5,2.8,2.2,2.0,3.5,4.2,0.0,4.3,4.1,3.8
22,31.1151,29.9314,0.0,5.0,3.6,2.0,2.6,0.0,2.1,4.0,0.0,3.6,2.8,3.2,2.0,3.8,1.8
23,31.1272,29.9487,2.2,0.0,4.7,3.7,2.0,3.6,4.8,0.0,4.2,0.0,2.1,2.7,0.0,1.7,3.4
24,31.224,30.0911,2.8,3.2,3.8,0.0,2.0,2.7,1.9,0.0,0.0,2.5,3.8,1.1,0.0,4.7,0.0
25,31.3289,30.0255,0.0,4.6,1.9,2.1,4.1,0.0,2.4,2.2,1.6,3.4,0.0,3.7,2.9,0.0,4.7
26,31.0096,30.1777,4.8,0.0,2.2,0.0,2.7,0.0,0.0,2.6,3.4,1.1,0.0,1.0,4.2,2.2,0.0
27,31.1982,30.1081,4.1,4.7,0.0,2.1,1.4,2.6,3.3,2.0,4.0,4.6,3.2,4.9,5.0,4.4,2.7
28,31.3257,30.1975,3.8,0.0,4.0,4.4,0.0,0.0,1.9,0.0,0.0,3.3,3.8,4.3,0.0,2.9,1.6
29,31.4514,29.9691,4.3,3.3,3.5,3.7,2.6,2.0,4.5,1.4,3.0,0.0,0.0,3.8,1.9,4.6,4.6
30,31.3545,29.9433,2.1,2.2,4.0,2.0,2.4,1.3,2.6,1.8,1.1,3.6,4.5,1.2,3.0,0.0,1.3
31,31.3551,29.9138,1.3,4.0,3.8,3.8,1.2,4.9,2.8,1.8,2.5,1.3,0.0,4.7,2.2,0.0,4.7
32,31.1086,29.9259,1.5,4.0,0.0,0.0,3.6,3.2,2.2,2.8,4.7,4.8,1.4,0.0,3.9,4.2,2.7
33,31.0861,29.9948,4.8,0.0,1.1,4.7,1.1,0.0,3.6,0.0,2.4,2.5,2.3,2.6,1.7,3.1,4.8
34,31.0086,30.0638,2.3,4.6,2.9,0.0,0.0,0.0,1.3,4.3,0.0,0.0,4.1,3.5,2.9,3.9,2.4
35,31.1178,30.0194,1.5,2.8,0.0,0.0,2.0,1.2,4.4,1.3,2.0,1.2,2.0,2.8,0.0,1.2,4.4
36,31.2259,30.1219,0.0,0.0,0.0,3.5,1.9,4.9,4.1,4.8,0.0,3.6,3.7,1.7,3.4,0.0,1.2
