customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.5325,29.9224,4.9,3.0,2.3,2.8,4.6,2.3,1.3,3.4,4.4,5.0,2.5,4.1,1.7,1.5,3.6
2,31.0125,30.1043,2.1,2.4,1.2,2.2,1.2,4.2,2.0,3.8,1.2,1.7,1.4,3.8,1.3,1.0,3.0
3,31.448,30.0105,4.0,2.9,1.9,4.6,4.4,3.2,2.6,2.6,2.7,4.7,3.1,3.5,4.8,2.5,3.1
4,31.3587,29.9332,2.8,3.9,3.8,3.8,3.0,3.5,1.7,5.0,1.7,4.7,1.8,4.5,2.3,3.7,2.3
5,31.2619,30.1147,2.5,4.8,4.5,1.1,2.2,4.9,2.1,3.2,2.3,4.4,2.9,2.1,3.0,2.2,4.6
6,31.5194,30.1432,4.9,4.6,2.0,4.2,4.2,2.3,4.4,4.2,1.2,2.8,1.3,5.0,2.0,3.8,3.5
7,31.5402,29.907,1.1,3.5,2.9,4.1,3.9,1.2,3.3,4.2,4.9,4.6,2.2,4.3,3.5,3.1,2.1
8,31.1597,30.1119,4.2,3.1,3.9,4.7,3.0,1.4,1.2,3.7,1.0,1.6,1.5,4.6,2.3,3.0,1.6
9,31.2255,30.0624,2.2,1.8,1.9,3.1,3.8,3.9,1.2,1.0,4.2,2.8,4.3,3.4,3.4,1.6,2.6
10,31.2947,30.0014,4.1,3.4,1.5,4.7,2.0,3.6,2.7,3.9,5.0,4.1,1.9,2.0,3.0,1.3,2.3
11,31.0183,29.9377,3.4,4.6,4.2,3.7,3.7,3.3,4.1,4.0,5.0,3.8,4.7,3.9,1.2,3.4,4.6
12,31.5413,30.1028,1.2,2.0,1.7,3.5,1.1,2.9,3.5,3.2,4.2,4.7,1.9,4.8,3.4,2.3,4.0
13,31.3759,30.0573,1.2,3.7,3.5,2.5,1.8,3.9,1.9,4.4,3.5,1.5,2.9,2.0,4.2,4.0,4.8
14,31.1157,30.1067,1.1,3.4,4.9,4.3,2.8,1.4,2.0,2.9,1.6,4.6,2.4,2.6,2.1,4.8,4.1
15,31.2728,30.0689,4.6,2.0,2.3,3.9,3.1,4.0,1.8,3.6,1.1,3.4,3.2,1.0,1.9,2.3,1.3
16,31.0198,30.1925,2.2,2.9,4.0,1.9,2.8,3.1,2.3,4.4,3.6,2.9,4.3,4.2,2.6,3.2,4.0
17,31.3754,30.1383,3.5,3.4,3.2,4.5,3.9,2.5,2.3,4.6,1.3,2.8,2.7,2.2,2.2,2.2,1.8
18,31.3395,30.0728,3.8,1.6,2.1,1.4,3.0,3.5,4.6,2.8,1.6,1.8,1.8,2.9,1.2,3.8,4.4
19,31.3481,30.0068,4.9,4.4,1.7,4.7,4.7,3.6,3.6,2.2,2.0,2.4,3.0,5.0,4.6,1.8,2.2
20,31.4797,30.1806,1.9,4.6,3.1,4.1,3.1,2.1,2.9,3.3,4.9,4.6,3.5,3.8,1.3,2.3,1.1
21,31.1867,30.1109,1.9,3.2,4.6,2.9,4.0,3.5,3.1,3.9,4.9,3.3,1.2,1.9,3.6,3.2,3.2
22,31.072,30.1946,2.5,2.4,1.6,4.1,2.4,4.0,3.5,1.5,2.1,1.0,2.5,4.3,3.9,2.2,4.5
23,31.0571,29.975,3.1,3.3,1.7,2.0,3.9,4.2,2.5,2.7,3.1,2.9,1.0,4.1,1.7,1.5,1.2
24,31.0383,30.1772,2.3,1.2,1.8,4.4,1.5,3.9,4.5,4.6,3.7,4.8,3.5,1.9,3.7,1.6,1.9
25,31.0192,29.9702,2.6,4.2,4.3,4.8,4.3,1.8,1.1,3.6,3.8,4.0,4.6,3.9,4.7,2.3,2.5
26,31.19,30.1706,1.8,4.3,4.2,3.3,2.4,4.9,2.2,1.5,1.6,2.4,4.2,1.5,1.4,3.2,3.4
27,31.3956,30.0023,2.4,4.6,1.9,1.2,1.8,2.7,4.9,2.8,4.2,1.9,4.3,4.6,1.6,1.5,3.1
28,31.1586,30.115,4.6,1.6,4.8,4.2,4.6,1.8,2.0,4.0,3.4,3.8,3.5,1.4,1.6,1.2,3.6
29,31.4952,30.115,3.6,2.3,1.4,3.6,2.5,4.3,1.9,2.9,4.6,2.7,2.3,1.6,2.2,2.9,3.7
30,31.4108,30.0962,4.9,2.5,1.8,3.6,3.9,4.0,4.7,4.9,3.0,1.6,1.3,3.0,4.4,2.3,2.1
31,31.4784,30.0962,5.0,1.5,4.2,2.4,1.9,2.4,4.9,2.5,3.4,2.6,4.7,4.5,2.6,1.4,2.4
32,31.0138,30.1621,2.9,4.5,2.5,3.4,1.9,1.6,1.8,3.7,1.2,3.1,2.8,1.9,1.5,2.6,4.9
33,31.5837,30.0724,4.1,4.0,4.5,4.6,2.6,1.1,4.9,2.5,2.1,1.4,2.0,2.2,2.3,2.2,2.2
34,31.1422,30.1237,1.6,4.6,1.6,1.1,2.8,2.9,4.6,3.6,3.9,4.9,4.1,4.3,1.1,3.1,4.3
35,31.4968,29.9948,2.5,3.5,4.5,2.6,2.5,1.2,2.9,1.8,1.9,1.8,2.7,4.9,4.3,4.1,2.7
36,31.1364,29.9723,2.7,2.3,2.8,3.4,1.6,4.6,2.5,1.4,4.3,4.6,2.1,4.3,2.2,1.7,2.7
37,31.1014,30.0365,1.6,4.1,1.3,3.2,1.6,1.1,2.3,1.5,4.6,1.6,1.3,3.4,1.0,1.7,1.2
38,31.3697,30.0443,4.4,4.0,3.7,3.0,2.5,1.8,2.1,1.7,4.0,4.6,2.5,1.5,1.7,2.5,2.7
39,31.1455,30.0998,2.5,1.1,2.9,2.7,2.8,1.1,3.4,3.2,2.4,2.3,2.0,1.8,3.6,3.5,2.8
40,31.3158,29.9381,3.8,1.8,3.7,4.9,2.1,3.0,1.7,4.6,2.2,2.7,2.9,4.9,1.6,5.0,1.3
41,31.5074,30.0989,4.5,4.9,5.0,2.6,2.0,1.8,2.8,4.3,1.7,2.1,3.0,4.6,2.9,3.6,4.5
42,31.2716,30.1921,2.8,1.5,3.8,2.1,2.5,3.0,3.5,1.2,1.7,2.7,1.6,3.3,1.2,4.1,3.0
43,31.4752,30.1662,3.0,3.3,4.4,4.5,1.2,1.5,1.7,4.8,3.9,4.3,1.4,4.1,4.7,4.6,1.4
44,31.2093,29.9611,4.8,4.4,3.7,2.8,2.1,4.4,1.3,3.8,3.1,4.2,3.2,4.0,1.9,1.5,3.9
45,31.4617,29.962,3.6,2.9,4.0,1.2,2.7,2.8,1.2,1.0,3.6,4.3,1.9,4.7,2.3,3.7,1.5
46,31.2523,30.0396,3.2,1.1,3.3,3.2,3.5,1.7,1.2,2.6,1.9,4.1,4.6,2.7,2.1,1.1,2.9
47,31.5496,30.1488,1.7,1.1,1.1,3.5,1.9,4.4,3.1,4.3,2.8,2.1,2.5,3.7,4.4,5.0,3.7
48,31.4849,30.1326,4.4,4.5,4.7,4.6,3.0,4.2,1.3,1.2,3.4,4.7,2.4,4.1,2.5,4.1,4.8
49,31.5499,30.0335,1.4,3.5,1.5,2.4,2.4,3.5,3.0,4.9,1.4,1.3,4.8,3.9,3.6,3.4,2.1
50,31.4469,30.1545,1.3,2.5,4.1,3.4,4.3,4.0,2.3,2.2,1.9,3.8,4.2,2.1,1.9,1.2,4.1
51,31.384,30.1171,3.2,2.9,4.6,1.7,4.1,4.6,3.2,4.0,3.7,3.6,1.2,2.2,2.8,3.1,1.2
52,31.3152,30.1202,3.9,1.4,1.9,1.6,2.7,3.1,3.4,3.4,1.8,4.9,3.8,4.7,2.7,1.6,4.0
53,31.4068,29.9322,4.7,1.8,4.9,4.3,1.2,3.9,2.6,2.2,1.6,1.8,4.0,2.4,1.4,3.4,1.3
54,31.413,30.0121,3.8,4.8,2.1,3.9,3.0,1.5,1.5,2.7,4.4,1.5,1.4,3.9,1.5,2.1,2.7
55,31.5567,29.9654,1.6,1.4,3.7,4.4,2.1,3.5,3.1,2.8,1.2,2.4,3.9,4.8,1.0,2.1,4.7
56,31.4673,30.0018,3.4,2.2,4.1,1.3,4.4,1.5,1.3,3.3,5.0,4.9,2.6,3.7,1.5,1.3,1.6
57,31.5059,30.1685,1.2,1.4,2.1,3.5,2.1,3.3,1.8,2.0,4.0,2.4,4.3,3.1,4.3,1.5,1.3
58,31.0276,30.0419,4.2,1.8,2.3,1.9,1.7,2.4,3.1,3.2,2.0,4.7,4.1,2.6,4.7,1.7,2.2
59,31.025,30.052,1.7,3.5,4.4,3.9,4.6,1.7,2.2,2.8,3.9,1.7,4.1,4.9,5.0,3.0,2.4
60,31.4746,29.9739,1.5,2.9,2.4,4.7,3.6,4.8,4.3,4.9,1.6,4.6,4.3,1.2,2.3,4.8,4.7
61,31.3416,30.1335,1.3,1.2,4.2,2.1,4.7,4.1,4.5,2.8,2.7,4.9,2.3,4.8,3.6,2.2,2.6
62,31.5849,29.9108,1.8,4.1,4.8,3.5,3.1,1.5,3.5,2.5,4.1,3.3,2.8,2.2,1.9,3.1,2.2
63,31.1996,30.1116,3.4,4.9,1.9,3.8,2.0,2.3,1.8,4.9,4.8,4.4,2.7,2.3,1.6,1.2,2.5
64,31.352,30.1415,4.2,4.9,3.6,2.7,1.4,1.6,4.9,3.3,4.7,4.6,3.8,3.8,1.3,1.9,1.4
65,31.2825,29.9905,3.5,4.8,3.3,4.3,1.7,4.2,3.0,3.4,1.0,4.5,3.5,3.7,2.2,3.2,4.4
66,31.4459,30.1741,4.8,1.1,4.6,2.6,2.5,3.4,3.9,4.5,3.0,4.6,3.5,1.1,2.5,1.7,1.1
