customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1561,30.0339,4.3,0.0,0.0,0.0,3.3,0.0,3.1,3.4,2.2,1.3,0.0,0.0,2.3,3.5,3.1
2,31.1909,30.0004,4.4,1.8,4.0,4.1,4.8,1.9,1.9,2.2,1.1,3.7,1.9,1.9,0.0,4.6,3.6
3,31.4369,30.0801,1.9,4.1,3.6,0.0,1.0,2.9,0.0,0.0,3.5,1.5,2.9,2.7,3.8,1.6,1.3
4,31.2379,29.9337,2.8,4.8,4.4,4.3,4.7,4.3,4.6,1.6,2.2,2.3,4.1,1.0,1.6,3.1,4.6
5,31.4745,30.049,3.1,0.0,0.0,2.4,0.0,4.6,4.3,3.1,4.6,3.4,2.2,3.9,3.3,4.2,4.9
6,31.3513,30.0681,3.5,0.0,2.1,4.4,2.8,2.2,1.4,0.0,4.2,4.8,2.8,0.0,4.2,4.1,4.0
7,31.533,30.0475,3.6,1.8,1.7,1.7,0.0,0.0,0.0,3.2,3.7,1.5,3.3,0.0,1.3,0.0,2.8
8,31.404,30.0994,1.3,2.6,1.8,4.0,2.9,4.8,3.8,2.7,5.0,0.0,2.6,1.8,1.8,2.4,0.0
9,31.0124,30.0604,3.5,4.1,0.0,1.7,1.2,0.0,1.2,3.4,4.4,4.7,1.7,2.7,3.5,4.8,3.7
10,31.1121,29.9084,3.2,3.8,0.0,0.0,3.6,3.1,2.0,3.3,1.4,2.4,3.6,3.3,3.2,3.6,2.6
11,31.1796,30.0346,4.8,4.4,4.7,1.3,0.0,2.2,4.3,0.0,0.0,1.8,1.8,1.2,1.7,0.0,2.0
12,31.232,29.9837,2.6,3.1,4.2,3.0,1.5,3.5,4.5,4.7,2.0,1.2,4.4,4.0,0.0,1.6,0.0
13,31.1415,30.041,3.9,0.0,3.0,4.4,3.9,3.7,3.9,0.0,5.0,1.6,1.8,0.0,0.0,2.5,2.6
14,31.2429,30.055,4.4,2.8,3.2,1.2,3.5,1.7,3.5,4.8,1.8,3.0,4.7,2.9,4.3,3.0,3.1
15,31.5535,30.1135,2.8,4.4,1.7,4.7,1.3,1.9,1.2,3.0,0.0,3.4,3.6,1.8,3.9,3.0,1.2
16,31.586,30.1597,0.0,3.9,3.2,2.1,1.8,1.6,2.2,2.0,2.9,0.0,3.3,1.5,3.7,3.1,4.3
17,31.1546,30.1674,3.2,3.5,2.6,1.6,1.2,2.4,2.0,2.0,4.3,0.0,3.2,2.4,3.9,0.0,0.0
18,31.4076,30.0406,3.4,0.0,4.6,0.0,1.2,3.9,3.9,3.9,4.2,2.5,3.8,1.4,1.2,1.3,3.4
19,31.0512,30.0805,3.2,0.0,4.2,3.8,3.6,3.4,2.3,3.5,4.6,3.5,3.7,3.0,1.4,0.0,3.7
20,31.3441,29.954,0.0,2.5,4.6,1.5,2.1,4.6,0.0,4.2,4.1,4.9,2.0,1.2,1.9,2.6,3.7
21,31.2166,30.1994,2.8,0.0,1.6,0.0,2.6,4.3,4.7,1.4,3.0,4.3,1.7,2.7,3.9,1.1,1.8
22,31.2414,30.0107,2.4,1.7,4.1,0.0,3.3,2.1,4.1,2.9,0.0,4.7,3.4,0.0,3.3,0.0,0.0
23,31.1372,30.0129,2.9,2.7,4.2,0.0,0.0,1.5,3.7,3.1,1.2,0.0,3.2,3.5,4.2,4.1,2.8
24,31.3155,29.9648,0.0,0.0,4.4,1.5,0.0,4.0,3.2,1.9,3.8,2.4,4.0,0.0,0.0,2.2,0.0
25,31.0093,30.1769,3.7,4.9,4.6,3.6,4.4,3.7,4.8,2.0,2.8,1.9,0.0,3.2,1.8,2.0,0.0
