customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.2966,30.0354,0.0,3.0,2.8,3.8,2.2,3.3,1.2,4.3,2.0,4.9,0.0,2.6,2.6,4.0,4.4
2,31.0112,30.046,0.0,3.0,3.0,1.2,4.9,1.3,1.3,3.1,4.2,2.2,2.9,2.7,2.3,1.0,0.0
3,31.5301,30.0052,4.5,4.9,2.6,2.9,0.0,4.1,1.6,3.3,1.9,2.9,1.0,3.2,2.6,3.1,0.0
4,31.1588,30.1612,2.0,0.0,4.5,1.3,3.4,0.0,1.5,2.3,2.9,3.3,2.1,0.0,2.3,4.8,0.0
5,31.505,29.9915,3.9,2.8,1.8,0.0,4.3,3.6,4.3,0.0,2.0,0.0,1.4,4.5,4.0,2.2,0.0
6,31.4516,29.9185,3.3,4.4,4.2,3.6,0.0,0.0,4.1,2.7,3.5,1.3,4.1,1.6,1.1,1.8,2.6
7,31.3888,30.0684,0.0,1.6,1.4,0.0,4.7,1.9,2.3,2.2,4.9,3.7,4.4,2.8,1.9,4.9,4.4
8,31.5646,29.9989,3.5,2.1,0.0,1.9,0.0,3.3,1.3,3.3,1.9,3.2,5.0,1.2,0.0,0.0,4.8
9,31.5427,30.0315,1.3,4.2,0.0,0.0,1.5,1.4,1.3,4.4,0.0,1.3,2.1,0.0,3.0,1.2,4.7
10,31.5076,30.0981,2.9,0.0,0.0,3.4,3.7,0.0,0.0,0.0,3.8,0.0,3.5,2.7,1.0,1.5,0.0
11,31.2299,29.9173,4.9,2.1,2.0,2.9,2.7,2.5,1.7,4.1,2.1,0.0,2.8,1.1,1.6,4.1,2.8
12,31.3283,30.0694,3.3,2.5,5.0,2.5,0.0,1.4,5.0,3.0,3.4,4.2,1.7,1.2,0.0,1.2,4.7
13,31.1482,30.1665,4.9,2.7,3.7,1.3,0.0,3.3,4.7,1.1,4.7,1.3,1.1,3.3,4.9,4.4,0.0
14,31.4386,29.9309,0.0,0.0,0.0,3.8,0.0,3.6,1.1,2.3,3.9,0.0,0.0,0.0,5.0,1.7,3.5
15,31.1908,29.9207,1.4,0.0,4.3,0.0,2.8,1.9,3.1,2.7,0.0,3.7,2.5,0.0,3.6,4.0,3.2
16,31.4048,30.1752,4.2,1.6,1.3,3.8,3.7,4.0,0.0,2.0,2.1,1.8,0.0,1.3,1.3,3.1,0.0
17,31.2628,30.0278,1.4,1.3,4.9,2.3,0.0,4.1,4.0,0.0,1.3,4.3,3.2,0.0,0.0,2.8,0.0
18,31.5899,30.0558,2.9,2.3,4.5,2.7,0.0,3.7,1.1,0.0,2.7,2.1,1.7,4.6,4.4,4.0,1.5
19,31.0927,30.1299,2.0,2.0,1.5,3.9,2.3,4.0,4.9,3.9,4.3,0.0,0.0,4.0,2.1,1.5,0.0
20,31.0383,29.9013,1.0,2.5,1.9,0.0,5.0,2.1,0.0,2.7,4.0,4.2,0.0,0.0,0.0,4.2,2.7
21,31.5301,30.0967,4.8,1.2,3.4,0.0,2.3,4.5,3.6,1.4,3.2,0.0,0.0,2.1,3.4,2.8,0.0
22,31.007,29.9991,4.3,2.1,2.3,0.0,1.6,2.4,0.0,3.9,0.0,2.4,2.5,1.9,0.0,3.4,2.6
23,31.3058,30.0996,3.4,3.6,1.2,3.8,1.1,0.0,3.0,3.6,4.0,2.0,2.5,3.4,0.0,0.0,4.5
24,31.3688,30.1333,0.0,1.9,3.6,1.5,0.0,2.1,0.0,2.6,2.5,4.2,0.0,4.2,3.2,1.3,3.5
25,31.455,30.1846,3.0,3.4,4.2,2.7,0.0,0.0,4.2,1.2,0.0,2.8,0.0,3.6,1.7,0.0,0.0
26,31.3948,29.9326,3.1,4.2,3.1,0.0,0.0,4.1,2.5,2.6,0.0,5.0,0.0,3.7,1.7,2.5,1.2
27,31.4887,30.0583,2.5,1.8,2.4,0.0,3.9,2.5,3.2,1.8,0.0,1.8,4.8,1.1,4.9,3.1,1.9
28,31.3841,30.0188,0.0,1.1,3.5,3.4,3.8,3.2,2.8,1.6,4.6,4.6,1.1,4.1,0.0,2.1,3.2
29,31.0486,30.1794,4.7,1.3,1.5,4.2,3.3,4.6,3.2,4.5,2.1,3.9,3.2,4.6,3.2,3.6,0.0
30,31.4729,30.1846,3.3,4.3,3.5,1.6,3.7,4.4,2.8,4.6,0.0,3.6,3.8,3.0,2.1,0.0,3.7
31,31.5104,30.0707,0.0,4.8,3.4,4.3,2.4,0.0,2.2,4.3,3.3,2.7,3.1,1.9,0.0,3.5,0.0
32,31.5256,30.127,2.1,4.9,3.6,2.7,2.0,3.0,0.0,4.8,4.2,0.0,3.2,3.5,0.0,2.4,4.5
33,31.2213,30.0428,0.0,3.8,1.6,0.0,0.0,2.8,0.0,3.5,4.1,0.0,4.5,4.9,1.6,3.7,3.9
34,31.575,29.9728,2.0,4.1,3.1,0.0,2.2,4.6,0.0,0.0,4.7,1.7,1.6,2.2,3.5,3.2,0.0
35,31.4911,30.0455,1.4,1.0,2.1,3.3,4.5,2.7,2.5,3.9,4.7,4.6,3.0,4.7,0.0,3.7,4.4
36,31.4083,30.1438,3.0,1.9,0.0,2.6,2.2,2.6,2.7,3.2,1.6,0.0,5.0,3.3,2.2,2.8,3.9
37,31.0757,30.1892,5.0,3.7,0.0,0.0,2.6,2.9,3.3,3.0,4.5,0.0,0.0,0.0,4.2,0.0,4.0
38,31.5119,30.0032,4.5,4.4,0.0,2.5,3.0,3.8,0.0,2.4,4.0,3.9,4.6,1.2,1.9,1.5,1.4
39,31.077,30.0117,1.5,3.8,2.6,3.8,0.0,3.7,0.0,4.4,2.2,2.3,3.3,2.3,4.6,3.7,0.0
40,31.3461,30.1837,3.6,4.4,2.0,1.2,4.7,3.2,2.9,4.7,1.5,3.8,2.6,2.7,0.0,4.4,0.0
41,31.2889,30.0831,3.4,1.7,2.3,1.9,2.6,1.4,2.2,1.1,4.8,3.7,0.0,3.1,1.4,3.9,0.0
42,31.4947,30.1979,0.0,1.2,3.1,4.4,3.3,0.0,3.6,0.0,4.7,0.0,3.7,3.3,1.8,1.5,2.1
43,31.2139,30.048,0.0,4.6,4.7,1.3,4.7,4.1,1.4,1.7,1.7,0.0,4.6,3.2,0.0,3.4,3.4
44,31.408,29.9472,4.1,0.0,2.7,1.6,1.8,1.1,2.6,3.1,0.0,2.1,4.9,4.3,0.0,1.3,3.0
45,31.4537,30.0194,0.0,0.0,3.1,2.7,3.1,2.5,4.5,0.0,1.7,4.9,0.0,3.6,0.0,3.4,0.0
46,31.3389,29.938,4.5,1.0,3.3,0.0,4.3,4.7,4.9,4.5,0.0,0.0,0.0,4.1,3.7,2.8,2.3
47,31.1095,30.0745,0.0,3.0,3.2,0.0,4.3,2.2,4.7,3.0,3.3,3.9,3.9,4.9,4.1,3.3,0.0
48,31.2641,30.1166,2.6,1.4,4.5,0.0,1.1,2.8,3.7,0.0,4.4,2.2,4.1,0.0,2.3,2.8,2.6
49,31.4794,29.9733,1.0,3.8,3.4,4.3,4.6,4.7,1.5,0.0,4.2,0.0,0.0,2.5,0.0,4.5,2.8
50,31.4897,30.1964,1.6,3.2,3.7,0.0,2.4,3.1,3.5,3.0,1.4,3.6,4.2,0.0,1.3,2.7,3.1
51,31.1198,29.9175,2.9,0.0,4.2,4.3,3.0,4.5,3.4,3.9,2.7,3.6,0.0,2.4,2.8,4.0,2.2
52,31.3901,29.9832,2.1,3.9,2.3,3.8,1.1,3.5,4.6,4.8,3.5,4.3,2.5,4.7,2.8,3.2,1.8
53,31.0297,30.0028,4.2,1.6,1.8,1.8,3.0,4.2,0.0,0.0,1.9,0.0,3.2,4.7,0.0,0.0,1.1
54,31.3184,29.9941,4.8,2.8,0.0,2.4,3.7,3.0,2.2,3.5,3.0,0.0,5.0,0.0,4.6,4.5,1.2
55,31.2853,29.916,3.2,4.4,4.4,4.4,4.0,4.4,2.8,2.8,5.0,2.4,1.5,1.3,3.9,3.7,3.6
56,31.4911,30.127,1.6,2.0,3.5,1.6,4.8,0.0,4.1,5.0,0.0,0.0,0.0,3.5,1.3,0.0,1.8
