customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1278,30.0318,4.7,4.6,3.6,2.8,2.6,4.0,3.3,2.6,1.3,3.4,1.4,1.9,1.3,3.0,2.2
2,31.0833,30.1316,2.6,4.2,0.0,3.0,3.2,4.0,4.2,2.3,4.4,4.9,0.0,2.5,1.4,2.9,0.0
3,31.0969,30.1348,3.3,4.8,0.0,2.8,1.4,4.4,3.6,4.6,1.1,4.5,1.2,2.9,2.0,2.8,3.3
4,31.1584,29.9902,1.5,0.0,1.4,2.5,4.0,1.5,3.7,1.9,5.0,2.0,4.6,0.0,4.2,3.8,1.0
5,31.4901,29.9836,1.8,1.5,0.0,0.0,3.5,0.0,3.6,0.0,1.7,0.0,0.0,3.9,3.5,2.3,1.1
6,31.0274,30.0154,3.6,2.2,2.7,0.0,3.0,2.9,0.0,0.0,2.7,1.5,4.4,0.0,3.6,4.8,0.0
7,31.0867,29.989,3.5,1.8,4.6,0.0,1.3,3.6,0.0,4.1,3.5,1.4,3.8,1.4,1.9,2.9,3.0
8,31.2611,30.1264,0.0,0.0,3.4,1.7,2.2,0.0,0.0,1.4,4.9,1.6,1.3,3.3,4.6,0.0,2.4
9,31.1322,30.1308,1.5,3.6,4.2,2.3,4.2,4.2,3.9,0.0,1.6,1.4,3.9,2.3,0.0,2.6,4.7
10,31.4319,29.9959,4.0,2.1,2.1,1.4,3.5,0.0,0.0,0.0,0.0,3.5,2.1,3.0,4.1,2.6,0.0
11,31.1378,30.1348,4.7,1.6,3.7,3.6,4.4,1.9,1.4,2.8,1.9,2.8,1.3,2.2,1.6,2.7,4.4
12,31.0609,30.0836,1.2,0.0,1.7,1.5,3.4,3.9,3.3,3.6,0.0,3.8,2.9,1.6,1.9,4.6,0.0
13,31.5023,29.9227,4.1,1.2,4.8,4.9,1.9,4.7,4.9,3.8,4.6,1.3,1.9,0.0,2.9,4.5,3.9
14,31.4619,30.0602,2.2,0.0,0.0,1.7,1.4,1.4,3.9,3.0,1.2,3.3,0.0,4.8,2.9,3.4,3.6
15,31.2959,29.9265,4.7,4.3,2.4,0.0,2.1,0.0,0.0,3.1,1.1,2.7,3.6,4.8,0.0,4.0,1.2
16,31.0701,29.9536,0.0,2.9,4.3,4.5,1.1,3.6,4.2,1.5,1.3,2.5,3.6,0.0,2.8,1.1,1.4
17,31.3613,30.1331,0.0,0.0,3.4,4.4,1.6,0.0,1.8,4.7,2.6,0.0,0.0,1.2,0.0,1.7,1.4
18,31.4876,30.1883,3.3,2.6,3.8,4.2,3.1,0.0,3.3,5.0,3.6,0.0,5.0,2.3,3.0,1.0,4.4
19,31.2919,30.1829,0.0,4.4,0.0,4.7,1.8,0.0,2.8,0.0,0.0,2.3,1.4,4.4,0.0,4.5,1.3
20,31.1813,30.1706,0.0,2.2,1.9,2.3,3.2,2.3,0.0,3.8,1.2,3.5,1.6,4.6,3.2,2.8,0.0
21,31.3415,30.0977,3.7,2.3,0.0,0.0,0.0,1.8,0.0,2.6,1.6,3.1,3.0,0.0,0.0,2.6,3.0
22,31.0506,30.0226,2.0,1.9,3.5,1.4,3.3,1.2,1.9,4.9,4.7,3.7,4.5,0.0,3.4,1.9,0.0
23,31.1229,30.1617,1.3,3.3,2.6,1.6,4.0,0.0,0.0,0.0,0.0,0.0,2.9,4.4,2.3,0.0,0.0
24,31.3702,30.0941,3.0,4.8,0.0,1.3,0.0,1.5,0.0,0.0,0.0,2.8,4.1,4.0,3.6,0.0,3.5
25,31.2793,29.9107,0.0,0.0,3.6,0.0,3.3,0.0,2.4,4.3,3.2,1.8,3.2,3.2,2.3,1.5,0.0
26,31.3458,29.9229,1.4,1.2,2.8,4.8,2.1,0.0,4.9,2.3,4.4,1.1,0.0,2.4,1.0,1.3,1.1
27,31.2916,30.0535,5.0,4.4,1.7,0.0,0.0,1.6,4.4,0.0,1.1,1.4,0.0,1.9,2.9,1.4,3.4
28,31.1963,30.0841,3.7,4.9,2.3,4.5,1.0,3.5,3.8,2.9,0.0,2.0,4.2,4.7,2.0,2.9,1.6
