store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Pier 88,Madinet Nasr,30,3.9,27.31,31.1836,30.0753
210,Joe & The Juice,October Plaza,19,2.8,23.16,31.3917,29.9618
220,Left Bank,New Cairo,15,2.2,69.13,31.4189,30.1139
230,Gloria Jean's,New Cairo,27,2.2,68.77,31.5466,30.1045
240,Caribou Coffee,El Tagamoa,8,1.5,25.1,31.264,30.0609
250,Blue Bottle,El Tagamoa,27,2.5,58.57,31.4943,30.1552
260,Arabica,Madinet Nasr,20,3.9,26.49,31.1902,29.9813
270,Mince,Nasr City,10,3.2,37.31,31.4228,29.9035
280,Pub 28,Korba,15,1.1,39.82,31.2854,30.0069
290,Texas Roadhouse,Dokki,23,4.1,15.52,31.3022,30.0243
300,Cinnabon,Sheraton,28,4.9,69.87,31.3119,29.9182
310,Nero Caffè,Maadi,11,4.6,46.53,31.5789,30.1612
320,Tchibo,Mohandessin,21,1.5,34.65,31.2332,30.1125
330,Coffee Bean,Katameya,30,1.4,60.42,31.3661,30.1668
340,Casper & Gambini's,Garden City,27,3.1,26.07,31.525,30.169
