store_id,store_name,branch,average_bags_at_9AM,average_overall_rating,price,longitude,latitude
200,Mori Sushi,City Stars,17,1.8,40.28,31.2445,30.1916
210,Kazoku,Sheikh Zayed,16,1.1,61.92,31.2031,30.0305
220,Cake Cafe,El Tagamoa,29,4.3,70.49,31.3245,29.9486
230,Flavour Republic,Cairo Festival City,24,4.5,68.24,31.3427,30.1127
240,Sangria,El Tagamoa,11,3.5,50.09,31.4177,30.1151
250,Domino's,Downtown Cairo,23,1.8,18.32,31.4284,30.0476
260,Sachi,New Cairo,15,4.8,47.69,31.24,29.9028
270,Taboula,Agouza,21,3.9,22.21,31.5637,30.0084
280,Nero Caffè,Sheraton,12,4.3,69.07,31.5412,30.1293
290,Hard Rock Cafe,Mall of Arabia,19,3.4,24.48,31.4145,30.1053
300,Caffè Ritazza,October Plaza,23,3.1,57.55,31.2251,29.945
310,The Tap,October Plaza,10,4.1,27.2,31.1042,29.9747
320,L'Aroma,October Plaza,21,3.7,56.42,31.073,29.9937
330,Pottery Cafe,Mohandessin,15,2.1,53.48,31.589,30.0817
340,Drip,Mohandessin,23,1.4,60.67,31.5894,30.088
