customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1254,29.9842,3.1,4.8,0.0,3.8,0.0,2.2,2.9,4.1,5.0,2.5,4.1,4.1,4.6,3.6,4.3
2,31.5492,30.1412,0.0,1.9,0.0,0.0,3.3,4.4,3.1,3.3,3.2,1.3,4.4,1.0,4.1,1.7,4.4
3,31.5334,30.1119,0.0,3.2,4.3,1.5,0.0,4.6,1.2,0.0,3.2,1.7,0.0,3.0,3.8,2.2,1.6
4,31.48,30.0796,3.3,4.7,1.3,3.7,0.0,4.7,0.0,1.0,3.2,5.0,0.0,0.0,3.5,2.2,4.8
5,31.4148,30.0158,3.7,4.4,0.0,0.0,0.0,1.8,3.0,1.7,2.9,0.0,4.8,2.9,1.5,4.8,3.7
6,31.3388,30.1508,1.4,2.8,2.7,4.2,3.1,3.8,1.3,4.3,0.0,0.0,4.9,0.0,1.5,4.8,1.1
7,31.1401,30.0727,4.4,3.7,4.9,1.2,2.6,2.8,4.5,2.0,3.8,2.5,3.8,0.0,4.4,0.0,1.8
8,31.2474,30.1965,3.9,3.9,2.5,3.9,0.0,4.7,4.3,0.0,0.0,2.0,3.5,3.4,3.5,1.7,1.2
9,31.2019,30.0228,4.7,1.1,3.5,4.7,0.0,2.8,0.0,1.1,2.2,2.9,0.0,4.8,4.9,1.5,3.3
10,31.2439,30.1451,4.4,2.1,3.5,2.2,2.6,1.5,2.1,3.6,4.1,2.4,3.4,0.0,1.8,1.2,0.0
11,31.4885,29.9374,2.8,4.4,2.9,0.0,5.0,2.7,2.0,0.0,1.8,0.0,0.0,0.0,1.3,3.2,3.1
12,31.3806,30.1555,1.3,4.7,4.8,3.5,4.2,4.7,4.4,2.3,0.0,2.6,1.5,3.1,4.5,0.0,1.8
13,31.2979,30.0783,3.5,1.1,3.5,0.0,3.6,3.5,0.0,0.0,2.4,1.6,4.8,4.5,0.0,0.0,0.0
14,31.3814,30.0066,4.8,3.9,4.2,0.0,3.6,0.0,3.3,0.0,1.3,3.7,3.4,3.7,1.2,3.7,2.9
15,31.2741,30.1145,1.8,0.0,2.8,2.4,1.0,4.3,4.8,0.0,4.1,3.1,4.5,0.0,1.1,2.9,1.9
