customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.0013,30.0901,3.0,1.6,3.5,1.2,3.5,2.3,1.2,0.0,4.2,4.9,5.0,4.8,2.8,0.0,3.1
2,31.097,30.0118,2.5,4.1,1.4,3.9,0.0,1.5,2.1,4.8,0.0,1.7,3.6,4.2,2.6,1.2,1.1
3,31.4373,29.9271,4.5,4.6,1.2,2.6,2.1,3.3,3.7,1.8,2.9,3.7,4.9,1.5,2.5,1.8,3.1
4,31.0201,30.0758,1.0,3.8,3.2,2.6,1.1,2.1,2.7,0.0,2.5,0.0,3.2,1.9,0.0,1.6,2.8
5,31.2916,30.0109,3.9,4.4,4.7,3.7,3.6,3.5,1.2,2.1,1.7,3.1,3.5,4.9,2.6,1.4,1.9
6,31.0734,29.9303,4.0,1.3,3.2,2.9,4.1,1.8,3.1,1.9,0.0,3.8,1.2,0.0,3.6,1.9,1.3
7,31.5467,29.9502,0.0,3.4,1.1,2.6,3.1,4.5,2.5,1.2,0.0,2.4,2.0,2.1,4.5,3.5,1.2
8,31.5668,30.1134,0.0,4.6,2.3,2.6,3.2,4.7,0.0,2.6,4.7,0.0,2.8,3.4,4.3,2.9,4.5
9,31.0068,30.0321,2.4,0.0,4.1,0.0,2.7,3.6,2.8,4.4,2.1,3.7,0.0,0.0,0.0,2.9,4.4
10,31.2325,30.011,1.5,3.5,1.6,1.1,1.6,1.0,1.6,1.5,1.1,4.6,5.0,4.0,2.9,1.9,4.7
11,31.3126,29.9743,0.0,4.7,1.7,3.5,4.3,1.2,1.1,1.9,1.7,3.1,0.0,4.4,3.8,0.0,2.3
12,31.5389,30.1621,4.5,1.8,2.2,4.6,4.2,4.1,1.6,3.6,1.9,0.0,2.8,2.2,3.0,2.0,2.2
13,31.1782,30.0335,2.5,1.3,0.0,4.8,4.0,0.0,3.1,2.7,5.0,1.7,2.8,0.0,1.5,3.7,4.3
14,31.5312,30.0622,3.5,3.6,0.0,2.5,2.8,2.7,2.9,3.8,4.5,0.0,2.0,2.1,4.2,0.0,3.3
