customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.0469,30.1635,3.5,2.7,1.8,3.0,3.1,2.6,1.9,1.2,4.4,2.5,4.9,2.0,4.2,0.0,3.7
2,31.096,30.1634,4.2,0.0,4.2,3.0,2.2,3.6,3.3,0.0,1.1,0.0,2.8,2.2,3.5,4.1,4.4
3,31.3533,29.9701,2.7,4.5,1.3,2.6,3.2,0.0,2.4,3.1,3.3,3.0,3.3,4.5,4.9,3.7,3.6
4,31.0089,30.1712,1.5,4.9,4.4,4.5,0.0,4.8,3.2,3.0,4.9,4.2,3.7,0.0,4.7,1.5,4.2
5,31.4088,30.1354,1.3,2.7,2.0,3.5,1.8,3.3,0.0,0.0,2.2,4.7,3.2,1.6,4.5,2.4,4.7
6,31.4243,30.1754,4.5,4.8,4.7,2.4,2.3,1.9,3.4,1.1,2.0,1.3,1.1,3.3,2.1,2.2,1.7
7,31.5412,29.9139,2.4,4.6,1.9,2.8,0.0,1.1,4.4,1.4,1.7,3.2,3.9,1.1,4.0,3.8,0.0
8,31.0297,29.9344,0.0,3.1,3.4,4.7,2.0,1.6,2.2,0.0,1.5,0.0,2.1,3.8,1.2,0.0,4.5
9,31.0485,30.153,3.8,4.2,0.0,1.2,3.4,1.0,3.7,2.9,1.0,4.8,1.9,1.9,3.1,2.4,1.0
10,31.1119,29.933,2.8,0.0,3.8,2.0,2.8,4.8,1.6,4.6,3.3,0.0,0.0,3.1,3.0,4.3,3.3
11,31.5057,30.0224,4.6,3.0,4.9,4.3,0.0,4.5,3.7,3.2,1.7,2.1,1.9,3.7,1.6,4.3,3.7
12,31.377,30.084,4.8,4.1,3.0,2.8,4.9,3.2,4.0,4.2,1.5,3.5,2.2,0.0,1.6,1.5,0.0
13,31.4635,29.9725,2.0,4.4,3.4,2.9,3.6,3.9,4.0,0.0,1.8,2.3,2.7,3.1,3.8,1.5,2.2
14,31.3029,29.9244,3.6,3.8,4.0,1.0,0.0,1.4,4.1,1.9,0.0,2.5,4.9,1.1,4.3,2.5,3.6
15,31.0261,30.1076,3.5,2.3,3.3,0.0,1.5,0.0,0.0,4.6,0.0,2.4,4.5,3.6,0.0,1.5,3.3
16,31.1899,30.0133,4.9,3.6,1.6,3.5,2.6,1.0,2.8,3.4,0.0,4.4,2.9,3.5,4.9,0.0,2.7
17,31.558,29.926,0.0,3.9,0.0,3.0,2.5,2.8,2.0,3.9,3.3,3.1,0.0,1.9,3.0,4.8,4.1
