customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1558,30.1999,0.0,1.8,4.1,0.0,3.2,4.0,3.1,2.6,3.8,3.8,4.3,3.4,2.3,1.4,0.0
2,31.4447,30.0615,3.8,3.1,4.9,3.4,2.2,4.4,4.5,0.0,1.9,4.5,4.2,3.2,4.8,4.6,1.0
3,31.4467,30.1561,3.5,4.3,4.7,4.8,1.5,2.4,0.0,2.8,0.0,1.5,4.8,2.7,1.2,0.0,1.3
4,31.1635,30.098,1.3,2.5,0.0,0.0,0.0,0.0,2.9,2.6,1.7,3.2,4.7,4.0,1.4,1.7,1.2
5,31.0819,30.0362,1.5,2.5,3.3,0.0,2.3,0.0,0.0,4.1,1.1,2.4,0.0,2.8,3.6,2.4,4.8
6,31.3291,29.9917,4.2,0.0,2.6,4.8,2.9,0.0,1.5,1.5,0.0,3.2,0.0,4.1,0.0,3.8,4.9
7,31.324,29.9204,4.7,4.7,3.1,3.7,3.2,3.5,0.0,3.8,2.5,2.1,4.7,1.7,2.8,2.2,2.6
8,31.4908,30.0276,1.3,3.8,4.2,3.7,1.1,3.9,2.8,0.0,2.8,2.9,1.6,0.0,4.4,1.4,0.0
9,31.2106,29.9581,0.0,4.2,3.4,2.1,0.0,3.3,4.7,4.1,0.0,1.8,2.5,4.4,2.9,4.2,4.0
10,31.2592,30.1198,4.4,1.8,4.3,0.0,2.8,3.6,4.5,0.0,2.3,3.6,1.5,2.4,0.0,0.0,1.6
11,31.4557,30.0312,3.4,0.0,3.0,1.9,4.4,3.3,1.3,2.9,1.5,0.0,1.6,4.0,1.8,2.9,3.4
12,31.3143,30.0929,3.1,2.0,0.0,1.2,3.0,4.9,2.9,1.7,2.3,3.6,1.8,0.0,3.0,3.2,3.5
13,31.0133,30.0028,4.1,3.9,3.8,2.1,3.7,0.0,0.0,3.6,0.0,2.6,0.0,2.2,4.4,2.4,1.3
14,31.4928,30.1377,3.3,2.1,2.2,3.8,0.0,3.6,3.1,2.6,0.0,1.3,3.3,2.1,4.4,3.3,4.4
15,31.3163,30.1567,3.7,2.6,1.7,5.0,4.2,2.2,1.5,1.9,3.2,3.2,3.7,2.3,2.0,0.0,1.7
16,31.0878,30.1514,2.6,1.7,4.4,1.2,0.0,2.9,4.1,4.1,0.0,1.2,1.7,3.6,3.2,3.7,0.0
17,31.4228,30.0495,0.0,3.8,0.0,4.4,3.4,3.3,0.0,0.0,3.0,4.4,5.0,4.6,2.8,2.9,0.0
18,31.3353,30.1464,1.9,3.4,2.8,4.9,4.7,3.3,4.1,2.1,4.2,2.8,3.2,0.0,3.2,1.3,3.1
19,31.3324,30.0681,3.3,4.1,1.5,0.0,3.8,2.9,3.3,2.6,4.3,3.0,1.6,4.3,0.0,2.8,4.3
20,31.3443,29.9574,1.4,2.5,2.4,1.7,1.6,0.0,1.6,1.5,3.2,4.8,3.7,3.2,1.6,1.4,1.6
21,31.5688,30.1053,1.9,3.1,1.6,0.0,2.2,3.2,1.8,3.0,3.5,4.1,2.3,2.7,3.0,4.1,0.0
22,31.2557,29.9503,0.0,4.8,0.0,4.2,2.7,3.0,5.0,3.8,1.9,1.9,0.0,0.0,2.3,3.5,5.0
23,31.2042,30.0196,4.0,3.3,4.1,2.1,3.1,2.3,4.4,4.7,2.9,0.0,3.3,4.3,3.8,1.8,3.0
24,31.3412,30.1848,3.9,0.0,0.0,4.8,1.7,0.0,0.0,1.2,4.1,0.0,0.0,3.6,1.5,2.5,4.2
25,31.2113,29.9656,0.0,4.3,4.5,4.3,0.0,0.0,1.5,0.0,4.6,4.7,2.2,0.0,2.3,2.1,1.7
26,31.1318,30.1957,0.0,0.0,4.9,2.2,0.0,0.0,2.0,3.6,3.2,0.0,0.0,3.1,4.5,1.9,2.6
27,31.021,30.0397,3.4,3.7,3.8,2.0,0.0,1.6,2.1,3.0,4.1,4.5,1.5,0.0,4.2,4.3,0.0
28,31.3558,30.0847,3.4,1.7,3.4,4.9,4.8,1.6,3.4,5.0,4.4,1.6,4.9,3.2,0.0,1.6,0.0
29,31.056,30.0377,3.9,3.5,1.8,2.1,0.0,5.0,2.4,2.4,3.4,1.1,0.0,0.0,2.4,0.0,3.2
30,31.1679,29.9428,4.5,2.4,2.2,2.1,0.0,2.7,1.5,1.2,1.7,1.8,4.8,1.6,0.0,1.7,4.2
