customer_id,longitude,latitude,store200_valuation,store210_valuation,store220_valuation,store230_valuation,store240_valuation,store250_valuation,store260_valuation,store270_valuation,store280_valuation,store290_valuation,store300_valuation,store310_valuation,store320_valuation,store330_valuation,store340_valuation
1,31.1775,30.1567,3.9,3.9,4.6,0.0,0.0,2.7,1.7,3.2,2.4,1.6,2.1,3.9,1.4,3.4,1.4
2,31.4399,29.9913,0.0,0.0,4.7,0.0,1.4,3.6,4.9,0.0,4.2,0.0,2.1,4.3,3.2,2.7,3.6
3,31.4604,30.0746,4.9,4.8,1.7,2.1,3.8,4.6,0.0,2.6,2.7,0.0,2.4,1.8,3.0,0.0,3.7
4,31.088,30.1547,3.0,0.0,1.6,3.5,2.6,1.6,3.6,2.3,1.2,1.3,0.0,3.0,1.8,0.0,1.4
5,31.4828,30.1157,2.5,1.9,0.0,4.7,4.8,4.6,4.4,3.6,1.4,3.6,0.0,3.2,1.3,2.2,4.5
6,31.4633,30.0366,3.4,3.6,1.1,1.4,2.5,1.1,3.3,0.0,3.1,3.2,3.6,4.4,1.9,0.0,1.4
7,31.1407,30.011,1.2,4.2,3.7,1.5,4.2,0.0,3.7,4.4,0.0,0.0,4.5,3.5,1.2,0.0,4.5
8,31.3913,30.0445,3.3,0.0,4.9,0.0,5.0,2.3,1.7,1.8,4.1,1.9,4.9,2.2,4.7,0.0,4.3
9,31.2914,29.9084,3.9,4.9,3.7,3.2,2.1,3.5,4.6,1.3,2.9,3.6,2.4,1.6,1.8,4.2,1.4
10,31.4669,30.0584,2.1,2.8,2.5,4.5,4.7,4.0,4.8,0.0,0.0,0.0,0.0,4.9,3.4,2.1,2.7
11,31.4425,30.1988,5.0,3.0,3.3,2.0,0.0,3.9,2.8,3.1,3.4,0.0,4.0,3.4,1.7,2.9,0.0
12,31.1159,30.164,1.5,3.5,1.4,1.8,3.0,2.8,3.6,1.9,2.6,3.3,4.5,3.3,4.2,1.6,2.2
13,31.2392,29.9058,2.7,2.4,4.1,1.6,4.0,3.5,4.8,1.9,0.0,4.5,0.0,2.0,3.3,1.1,3.0
14,31.0488,30.1614,0.0,3.1,3.4,2.5,0.0,2.9,2.6,1.7,3.9,1.7,0.0,1.1,2.2,0.0,3.9
15,31.1504,29.9501,3.8,3.3,3.9,1.4,3.5,4.0,1.9,2.5,4.6,0.0,4.5,0.0,4.4,1.7,4.9
16,31.1562,30.1434,0.0,4.0,4.7,3.7,0.0,2.4,2.9,2.1,0.0,0.0,3.6,2.5,1.6,1.3,0.0
17,31.1806,30.0145,1.6,0.0,1.1,0.0,0.0,1.7,4.8,5.0,2.4,4.8,1.3,0.0,0.0,2.4,1.1
18,31.2666,29.9872,2.3,5.0,0.0,0.0,4.7,2.9,1.1,4.9,0.0,4.4,2.5,3.9,1.4,1.3,4.2
19,31.2149,30.1873,1.5,3.7,2.8,1.3,4.5,2.4,0.0,4.7,1.4,4.8,3.7,0.0,0.0,3.9,2.8
20,31.1363,30.0927,3.3,2.8,2.9,2.5,0.0,1.8,3.2,0.0,1.8,2.1,0.0,2.8,1.6,4.9,4.3
21,31.5446,29.9877,2.3,3.4,3.3,0.0,2.5,3.0,4.4,3.0,3.8,0.0,0.0,2.7,4.5,0.0,3.3
22,31.2575,30.1701,2.7,0.0,1.2,3.2,2.9,3.8,4.5,3.1,4.1,4.0,2.4,0.0,3.4,0.0,3.6
23,31.4011,30.1534,3.9,2.9,0.0,1.9,1.8,0.0,4.8,3.8,2.4,2.8,4.8,1.7,3.0,3.0,1.8
24,31.4913,29.9357,3.4,2.6,2.0,3.6,2.1,0.0,4.2,1.5,2.4,4.3,0.0,3.8,4.1,2.6,1.7
25,31.5378,30.0744,4.3,1.4,3.8,1.1,1.2,0.0,4.7,2.7,0.0,4.3,1.9,4.4,3.1,2.7,1.9
26,31.3851,29.9069,0.0,3.6,3.5,2.2,4.3,3.6,4.7,4.1,0.0,2.6,1.6,0.0,4.0,4.7,1.8
27,31.2188,30.1483,1.6,1.4,3.8,0.0,0.0,0.0,0.0,2.9,1.2,4.6,3.5,1.4,2.7,1.8,2.5
28,31.4777,29.921,1.9,1.8,3.4,4.4,0.0,2.6,3.1,3.3,3.2,0.0,1.3,4.2,2.7,0.0,1.7
